date_time,period,destination_place,frequency,province,revenue,age_bin,sex,no_of_trips,trip_kms
2023-09-07,18,work/study,house,Madrid,>15,25-45,man,4.81,153.675
2023-09-05,14,not_frequent,house,Barcelona,10-15,45-65,,9.337,50.443
2023-09-07,18,frequent,frequent,Alicante/Alacant,<10,45-65,,7.131,57.605
2023-09-01,21,frequent,frequent,Barcelona,10-15,25-45,woman,3.27,48.281
2023-09-05,19,house,work/study,Alicante/Alacant,<10,0-25,man,8.512,9.963
2023-09-02,13,frequent,frequent,Sevilla,10-15,65-100,man,12.52,16.565
2023-09-06,9,not_frequent,frequent,Madrid,10-15,45-65,woman,3.126,32.85
2023-09-06,10,frequent,house,Barcelona,10-15,25-45,man,2.83,29.115
2023-09-06,19,work/study,house,Málaga,10-15,45-65,man,10.844,36.258
2023-09-05,1,frequent,house,Badajoz,10-15,25-45,man,4.705,3.722
2023-09-06,10,not_frequent,not_frequent,Madrid,>15,25-45,man,3.392,70.032
2023-09-05,5,house,work/study,Madrid,10-15,,,2.077,36.727
2023-09-07,14,frequent,not_frequent,Girona,10-15,,,8.05,105.222
2023-09-07,7,house,work/study,Valencia/València,10-15,25-45,man,18.155,20.467
2023-09-06,12,not_frequent,frequent,Madrid,10-15,45-65,,3.66,12.83
2023-09-05,19,frequent,house,Madrid,10-15,45-65,woman,5.091,26.33
2023-09-01,21,house,frequent,Barcelona,>15,45-65,,1.658,9.028
2023-09-04,18,frequent,frequent,Málaga,10-15,0-25,man,7.841,167.277
2023-09-07,10,frequent,not_frequent,Alicante/Alacant,<10,65-100,,2.123,5.091
2023-09-03,17,house,not_frequent,Barcelona,10-15,65-100,,4.449,16.125
2023-09-06,20,house,not_frequent,Valencia/València,10-15,0-25,man,12.42,92.759
2023-09-02,8,frequent,work/study,Tarragona,10-15,45-65,man,2.437,4.798
2023-09-01,6,house,frequent,Lleida,>15,25-45,,12.248,14.006
2023-09-01,20,frequent,house,La Rioja,10-15,,,10.528,13.865
2023-09-06,23,not_frequent,not_frequent,Barcelona,10-15,25-45,man,2.372,41.212
2023-09-04,17,not_frequent,frequent,Pontevedra,10-15,45-65,woman,8.176,8.38
2023-09-02,19,frequent,not_frequent,León,10-15,,,4.405,14.073
2023-09-04,11,work/study,house,Valencia/València,10-15,25-45,woman,4.64,5.922
2023-09-06,8,house,frequent,Valencia/València,>15,65-100,woman,4.884,14.315
2023-09-03,16,not_frequent,house,Madrid,10-15,,,4.466,1409.003
2023-09-05,12,frequent,house,Segovia,10-15,,,10.912,17.355
2023-09-02,8,house,frequent,Barcelona,>15,,,7.755,9.848
2023-09-02,14,house,frequent,Madrid,>15,0-25,man,31.65,43.516
2023-09-04,10,not_frequent,not_frequent,Madrid,10-15,25-45,man,4.644,122.141
2023-09-07,10,frequent,work/study,Las Palmas,<10,25-45,woman,3.887,12.674
2023-09-05,12,frequent,house,Illes Balears,10-15,,,2.191,44.136
2023-09-06,23,work/study,house,Barcelona,10-15,0-25,woman,37.842,34.124
2023-09-07,10,not_frequent,work/study,Jaén,<10,0-25,man,5.984,10.321
2023-09-06,13,house,not_frequent,Barcelona,10-15,25-45,man,4.107,3.354
2023-09-07,12,house,work/study,Asturias,>15,45-65,man,3.347,9.597
2023-09-07,12,house,frequent,Barcelona,10-15,65-100,,9.604,13.618
2023-09-05,14,frequent,not_frequent,Barcelona,10-15,,,4.499,18.997
2023-09-07,20,frequent,not_frequent,Salamanca,10-15,45-65,woman,13.411,8.807
2023-09-05,17,frequent,house,Toledo,>15,0-25,woman,42.644,136.211
2023-09-04,12,not_frequent,not_frequent,Madrid,10-15,0-25,man,25.259,2535.189
2023-09-06,13,frequent,house,Tarragona,10-15,25-45,man,2.172,93.996
2023-09-01,6,house,not_frequent,Toledo,10-15,,,3.039,743.505
2023-09-05,15,house,not_frequent,Barcelona,>15,25-45,woman,5.75,388.484
2023-09-07,10,frequent,frequent,Madrid,>15,25-45,man,3.496,95.694
2023-09-03,16,frequent,house,Ávila,10-15,,,7.772,6.097
2023-09-02,8,house,work/study,Murcia,<10,45-65,,2.523,10.419
2023-09-02,6,frequent,frequent,Madrid,10-15,25-45,woman,4.497,26.718
2023-09-07,20,frequent,work/study,Santa Cruz de Tenerife,10-15,25-45,,2.934,57.064
2023-09-04,8,house,frequent,Badajoz,<10,,,23.607,136.22
2023-09-06,7,house,frequent,Valencia/València,10-15,25-45,,3.801,14.471
2023-09-02,19,frequent,frequent,Granada,10-15,0-25,woman,14.54,667.114
2023-09-01,20,not_frequent,frequent,Barcelona,10-15,25-45,woman,12.162,16.893
2023-09-02,7,house,frequent,Almería,<10,,,3.257,2.64
2023-09-05,8,frequent,house,Melilla,10-15,45-65,man,32.72,41.308
2023-09-05,23,house,not_frequent,Toledo,<10,,,4.557,112.706
2023-09-07,7,house,not_frequent,Barcelona,10-15,0-25,man,5.652,31.616
2023-09-05,9,house,frequent,Valencia/València,10-15,25-45,,3.737,49.912
2023-09-05,14,not_frequent,work/study,Lleida,10-15,45-65,,4.46,7.165
2023-09-02,20,house,work/study,Granada,10-15,45-65,man,2.585,13.521
2023-09-05,9,house,not_frequent,Jaén,10-15,,,4.48,104.062
2023-09-01,1,house,frequent,Sevilla,<10,45-65,man,1.525,30.096
2023-09-06,1,house,work/study,Valencia/València,>15,,,4.577,11.431
2023-09-02,7,house,work/study,Bizkaia,>15,25-45,woman,4.433,18.275
2023-09-03,0,work/study,house,Málaga,10-15,45-65,woman,7.431,18.571
2023-09-07,11,house,not_frequent,Córdoba,<10,0-25,man,7.253,31.649
2023-09-05,15,work/study,house,Las Palmas,10-15,0-25,,7.988,20.421
2023-09-06,13,house,work/study,Barcelona,10-15,45-65,man,30.032,28.151
2023-09-01,11,not_frequent,not_frequent,Valencia/València,10-15,45-65,man,3.182,41.01
2023-09-04,15,frequent,frequent,Asturias,10-15,45-65,man,3.484,62.48
2023-09-05,20,frequent,frequent,Madrid,>15,65-100,man,3.369,6.038
2023-09-07,13,frequent,frequent,Santa Cruz de Tenerife,10-15,0-25,man,19.63,17.422
2023-09-02,16,frequent,work/study,Zamora,10-15,65-100,,3.122,8.358
2023-09-06,10,house,work/study,Cantabria,10-15,25-45,,4.959,27.31
2023-09-04,21,house,not_frequent,Cádiz,<10,25-45,,1.444,18.19
2023-09-01,15,house,not_frequent,Barcelona,10-15,65-100,man,2.81,42.725
2023-09-02,6,frequent,house,Córdoba,10-15,45-65,woman,12.105,10.583
2023-09-01,21,frequent,house,Sevilla,10-15,45-65,man,4.518,23.352
2023-09-05,8,house,frequent,Madrid,10-15,25-45,man,9.036,31.142
2023-09-01,9,house,frequent,Murcia,<10,45-65,woman,84.631,485.199
2023-09-06,11,house,frequent,A Coruña,10-15,,,5.462,17.309
2023-09-06,4,house,work/study,Granada,<10,25-45,,3.313,16.861
2023-09-03,11,frequent,frequent,Madrid,>15,25-45,man,3.818,2.93
2023-09-04,14,house,not_frequent,Alicante/Alacant,10-15,25-45,woman,2.797,28.283
2023-09-03,21,work/study,house,Toledo,10-15,65-100,,3.182,10.514
2023-09-06,14,work/study,not_frequent,Illes Balears,10-15,45-65,man,2.572,21.885
2023-09-01,16,work/study,house,Toledo,10-15,,,2.52,13.71
2023-09-05,20,house,frequent,Madrid,10-15,25-45,woman,15.474,21.987
2023-09-02,10,frequent,house,Cantabria,10-15,,,4.521,188.771
2023-09-04,16,house,not_frequent,Sevilla,>15,45-65,man,2.488,11.483
2023-09-01,14,frequent,house,Málaga,<10,,,2.0,35.451
2023-09-04,13,not_frequent,house,Badajoz,<10,25-45,woman,4.354,58.801
2023-09-01,1,frequent,house,Barcelona,10-15,,,1.944,17.18
2023-09-06,22,house,frequent,Granada,<10,,,10.289,60.496
2023-09-07,7,not_frequent,frequent,Murcia,10-15,65-100,man,2.446,214.388
2023-09-04,14,frequent,work/study,Valladolid,10-15,0-25,man,6.947,51.05
2023-09-07,10,house,frequent,A Coruña,10-15,,,13.764,98.851
2023-09-03,23,house,work/study,Girona,10-15,,,8.544,15.411
2023-09-05,0,work/study,house,A Coruña,10-15,0-25,woman,4.878,7.103
2023-09-01,16,work/study,not_frequent,Barcelona,10-15,65-100,woman,4.935,87.211
2023-09-05,21,frequent,house,Almería,10-15,0-25,man,63.679,83.283
2023-09-06,10,frequent,house,Illes Balears,10-15,25-45,man,4.387,106.846
2023-09-05,23,frequent,house,Sevilla,10-15,45-65,woman,3.511,13.374
2023-09-03,7,house,work/study,Alicante/Alacant,<10,0-25,,4.99,16.501
2023-09-06,7,house,work/study,Sevilla,10-15,25-45,woman,12.726,19.845
2023-09-05,14,frequent,frequent,Navarra,10-15,45-65,,5.759,272.609
2023-09-07,20,house,frequent,Navarra,10-15,0-25,woman,11.35,40.303
2023-09-07,21,house,frequent,Tarragona,10-15,45-65,woman,2.555,19.402
2023-09-01,19,frequent,work/study,Huelva,<10,,,3.654,43.217
2023-09-06,13,frequent,work/study,Las Palmas,10-15,45-65,man,10.877,11.641
2023-09-07,13,not_frequent,house,Alicante/Alacant,<10,65-100,woman,10.152,11.559
2023-09-07,22,house,frequent,Cádiz,10-15,25-45,man,12.254,94.491
2023-09-07,19,house,not_frequent,Valencia/València,10-15,,,5.36,73.416
2023-09-03,10,house,work/study,Zaragoza,10-15,25-45,woman,17.316,49.425
2023-09-04,11,frequent,frequent,Jaén,<10,,,7.4,147.287
2023-09-06,12,frequent,house,Alicante/Alacant,<10,,,3.258,62.413
2023-09-01,10,frequent,not_frequent,Madrid,10-15,,,7.099,8.155
2023-09-01,8,frequent,not_frequent,Toledo,<10,45-65,,2.763,42.175
2023-09-01,12,house,frequent,Barcelona,>15,65-100,man,2.945,73.148
2023-09-05,8,frequent,house,Murcia,10-15,25-45,man,9.165,25.06
2023-09-04,18,house,work/study,Araba/Álava,10-15,25-45,woman,4.246,7.752
2023-09-01,8,house,work/study,León,10-15,,,10.731,129.36
2023-09-03,15,frequent,not_frequent,Barcelona,10-15,45-65,woman,3.279,2.682
2023-09-06,2,frequent,house,Cádiz,<10,45-65,woman,3.892,5.193
2023-09-01,22,work/study,frequent,Pontevedra,10-15,45-65,,3.03,20.644
2023-09-02,23,house,frequent,Barcelona,<10,45-65,woman,3.24,5.782
2023-09-04,5,work/study,house,Navarra,10-15,,,3.247,10.927
2023-09-02,12,not_frequent,not_frequent,Madrid,10-15,45-65,man,3.521,5.073
2023-09-01,16,house,work/study,Madrid,10-15,25-45,woman,4.382,113.516
2023-09-04,21,work/study,house,Barcelona,>15,45-65,man,8.853,38.066
2023-09-06,2,frequent,frequent,Barcelona,10-15,25-45,,2.633,7.565
2023-09-03,1,not_frequent,not_frequent,Illes Balears,10-15,,,2.785,17.075
2023-09-01,7,frequent,not_frequent,Cádiz,<10,0-25,,6.79,182.93
2023-09-07,21,frequent,house,Madrid,10-15,25-45,woman,55.104,136.873
2023-09-06,7,not_frequent,house,Murcia,<10,45-65,man,3.282,9.349
2023-09-02,17,work/study,house,Granada,>15,45-65,,3.33,1.761
2023-09-05,19,house,frequent,Alicante/Alacant,10-15,0-25,,35.403,31.07
2023-09-05,14,frequent,house,Santa Cruz de Tenerife,10-15,65-100,woman,5.57,841.41
2023-09-07,18,work/study,house,Tarragona,10-15,,,2.087,31.57
2023-09-01,11,house,frequent,Valencia/València,10-15,,,2.755,67.157
2023-09-07,1,house,work/study,Soria,>15,45-65,woman,3.603,2.178
2023-09-06,15,not_frequent,frequent,Barcelona,10-15,25-45,woman,3.469,97.395
2023-09-01,3,work/study,house,Tarragona,10-15,,,1.5,26.934
2023-09-01,12,not_frequent,work/study,Las Palmas,10-15,25-45,,5.124,10.07
2023-09-04,15,frequent,work/study,Córdoba,<10,,,1.093,16.37
2023-09-06,23,work/study,house,Barcelona,10-15,65-100,man,14.256,11.271
2023-09-05,10,frequent,house,Alicante/Alacant,<10,0-25,man,8.151,22.702
2023-09-04,20,work/study,house,Barcelona,10-15,25-45,woman,3.665,7.589
2023-09-02,8,house,work/study,Murcia,>15,25-45,woman,24.956,32.665
2023-09-03,1,not_frequent,house,Las Palmas,10-15,45-65,man,8.728,211.682
2023-09-07,7,house,not_frequent,Barcelona,10-15,65-100,man,2.624,7.742
2023-09-03,20,not_frequent,not_frequent,Asturias,10-15,45-65,man,4.193,21.966
2023-09-02,15,frequent,frequent,Madrid,<10,45-65,man,7.166,35.908
2023-09-07,11,work/study,house,Las Palmas,10-15,65-100,man,4.68,4.141
2023-09-01,17,house,work/study,Murcia,10-15,45-65,man,2.944,33.5
2023-09-04,4,house,frequent,Cádiz,>15,,,6.76,105.938
2023-09-01,9,not_frequent,house,A Coruña,10-15,65-100,man,3.97,47.114
2023-09-01,12,frequent,house,Barcelona,10-15,45-65,woman,3.225,3.231
2023-09-07,13,frequent,house,Santa Cruz de Tenerife,<10,,,5.393,60.927
2023-09-01,18,house,not_frequent,Bizkaia,10-15,45-65,man,3.857,7.772
2023-09-04,13,not_frequent,house,Barcelona,10-15,,,2.033,6.391
2023-09-03,11,house,not_frequent,Granada,<10,,,3.932,51.949
2023-09-05,17,frequent,work/study,Madrid,10-15,25-45,woman,9.612,21.72
2023-09-06,23,not_frequent,house,Lugo,10-15,,,3.012,3.926
2023-09-03,10,house,frequent,Huelva,10-15,,,13.099,22.386
2023-09-01,20,not_frequent,not_frequent,Lugo,10-15,65-100,woman,11.919,10232.25
2023-09-06,18,frequent,frequent,Córdoba,<10,45-65,woman,23.615,118.221
2023-09-06,10,frequent,not_frequent,Lugo,10-15,45-65,man,3.831,4.308
2023-09-03,4,not_frequent,frequent,Murcia,10-15,45-65,woman,4.158,12.665
2023-09-01,7,not_frequent,house,Zaragoza,10-15,45-65,woman,15.927,75.4
2023-09-01,9,not_frequent,not_frequent,Albacete,10-15,,,2.518,614.02
2023-09-01,20,not_frequent,house,Santa Cruz de Tenerife,<10,25-45,,4.654,169.7
2023-09-07,1,frequent,frequent,Barcelona,10-15,,,2.546,7.604
2023-09-07,23,house,not_frequent,Las Palmas,<10,65-100,,3.361,31.521
2023-09-04,23,frequent,frequent,Barcelona,10-15,25-45,woman,8.367,8.05
2023-09-06,5,house,work/study,Alicante/Alacant,10-15,65-100,man,6.746,4.844
2023-09-06,7,not_frequent,not_frequent,Granada,10-15,45-65,woman,3.001,122.066
2023-09-07,20,house,frequent,Valladolid,10-15,25-45,man,2.438,56.2
2023-09-02,12,frequent,not_frequent,Salamanca,10-15,45-65,woman,4.736,3.803
2023-09-04,20,frequent,frequent,Cádiz,10-15,25-45,man,5.013,6.575
2023-09-01,7,frequent,work/study,Madrid,>15,0-25,woman,13.498,49.332
2023-09-02,19,frequent,not_frequent,Barcelona,10-15,25-45,,3.42,7.891
2023-09-06,12,not_frequent,not_frequent,Girona,10-15,,,2.624,42.868
2023-09-01,18,house,frequent,Granada,10-15,45-65,,2.69,5.439
2023-09-04,7,frequent,frequent,Alicante/Alacant,<10,,,4.262,130.027
2023-09-02,11,frequent,house,Bizkaia,>15,0-25,man,8.831,55.083
2023-09-01,15,frequent,house,Murcia,10-15,25-45,woman,5.22,104.96
2023-09-05,4,house,work/study,Madrid,10-15,45-65,man,5.062,11.04
2023-09-01,6,work/study,house,Illes Balears,10-15,,,3.29,13.007
2023-09-07,6,house,work/study,Bizkaia,10-15,45-65,man,11.595,30.854
2023-09-02,17,house,work/study,Madrid,10-15,45-65,man,4.201,28.61
2023-09-03,15,frequent,frequent,Barcelona,10-15,25-45,man,2.782,4.917
2023-09-02,10,house,frequent,Cáceres,<10,,,29.084,302.468
2023-09-03,12,house,not_frequent,Valencia/València,10-15,25-45,man,4.678,33.817
2023-09-04,14,house,frequent,Ciudad Real,<10,,,22.174,23.862
2023-09-05,14,work/study,house,Valencia/València,>15,65-100,,2.646,11.619
2023-09-07,19,house,not_frequent,Valencia/València,10-15,65-100,,2.587,180.564
2023-09-07,9,house,not_frequent,Sevilla,<10,65-100,,2.419,8.783
2023-09-05,10,frequent,work/study,Lleida,10-15,,,3.316,36.673
2023-09-06,18,frequent,house,Bizkaia,>15,65-100,man,10.862,41.164
2023-09-03,19,house,frequent,Girona,10-15,25-45,man,23.545,22.269
2023-09-05,10,house,not_frequent,Almería,<10,65-100,man,2.167,139.61
2023-09-05,21,house,not_frequent,Bizkaia,>15,0-25,man,11.393,117.349
2023-09-02,13,house,not_frequent,Asturias,>15,45-65,man,3.199,17.115
2023-09-05,18,frequent,house,Cantabria,10-15,,,5.163,63.584
2023-09-02,14,house,frequent,Barcelona,10-15,45-65,man,2.942,3.95
2023-09-02,19,frequent,not_frequent,Valencia/València,>15,45-65,man,3.351,96.64
2023-09-06,8,work/study,not_frequent,Córdoba,10-15,0-25,man,5.584,14.39
2023-09-04,9,frequent,house,Barcelona,>15,,,1.337,7.875
2023-09-02,17,not_frequent,not_frequent,A Coruña,>15,65-100,man,4.023,17.512
2023-09-03,4,house,not_frequent,Valencia/València,10-15,45-65,man,3.233,1.629
2023-09-05,17,frequent,house,Santa Cruz de Tenerife,<10,45-65,man,38.367,648.441
2023-09-01,15,work/study,not_frequent,León,10-15,,,7.715,1351.305
2023-09-02,0,frequent,house,Gipuzkoa,>15,,,20.68,30.972
2023-09-07,7,house,work/study,Sevilla,<10,0-25,man,20.342,20.724
2023-09-05,14,not_frequent,house,Pontevedra,10-15,45-65,man,6.562,483.777
2023-09-01,19,house,frequent,Cantabria,>15,0-25,man,23.607,23.737
2023-09-02,22,not_frequent,house,Córdoba,10-15,,,5.862,106.85
2023-09-07,8,frequent,not_frequent,Murcia,10-15,25-45,man,3.696,27.459
2023-09-01,5,frequent,frequent,Málaga,10-15,25-45,man,3.405,142.597
2023-09-04,8,work/study,frequent,Barcelona,<10,0-25,woman,6.797,16.628
2023-09-03,0,house,frequent,Barcelona,10-15,45-65,man,2.841,7.283
2023-09-06,23,work/study,house,Madrid,10-15,0-25,man,9.359,173.711
2023-09-01,16,work/study,house,Alicante/Alacant,10-15,25-45,woman,4.797,6.838
2023-09-06,13,not_frequent,frequent,A Coruña,10-15,,,4.85,107.51
2023-09-05,22,frequent,frequent,Zaragoza,>15,65-100,woman,5.513,21.359
2023-09-04,18,frequent,frequent,Guadalajara,10-15,0-25,man,14.934,278.379
2023-09-02,2,frequent,house,Tarragona,10-15,,,25.717,127.318
2023-09-01,8,house,not_frequent,Bizkaia,10-15,45-65,,5.339,766.108
2023-09-03,17,frequent,house,Córdoba,10-15,45-65,woman,24.414,19.049
2023-09-03,1,house,not_frequent,Granada,>15,65-100,,2.762,10.179
2023-09-03,2,frequent,frequent,Sevilla,10-15,65-100,man,3.036,3.812
2023-09-04,23,not_frequent,house,Asturias,10-15,65-100,,3.145,5.983
2023-09-06,8,frequent,house,Barcelona,10-15,45-65,woman,2.64,6.329
2023-09-06,21,frequent,frequent,A Coruña,10-15,0-25,,5.434,25.619
2023-09-07,7,house,frequent,Málaga,10-15,45-65,man,17.485,51.271
2023-09-07,13,house,frequent,Bizkaia,>15,0-25,woman,5.371,31.623
2023-09-03,10,frequent,house,Granada,10-15,,,7.369,118.377
2023-09-06,20,work/study,frequent,Cádiz,>15,,,2.691,16.422
2023-09-01,15,house,not_frequent,Córdoba,<10,45-65,man,6.33,5.275
2023-09-04,11,work/study,frequent,Ourense,10-15,,,3.065,66.786
2023-09-03,13,frequent,house,Alicante/Alacant,<10,25-45,woman,5.065,37.508
2023-09-07,18,work/study,frequent,Málaga,<10,45-65,woman,3.596,26.918
2023-09-06,11,frequent,work/study,Gipuzkoa,10-15,65-100,woman,6.194,10.704
2023-09-04,7,frequent,work/study,Valencia/València,10-15,0-25,man,7.145,10.823
2023-09-06,15,not_frequent,not_frequent,Sevilla,<10,25-45,woman,3.165,9.49
2023-09-05,21,frequent,house,Valencia/València,10-15,45-65,woman,4.028,22.982
2023-09-01,17,house,not_frequent,Barcelona,10-15,0-25,man,9.438,803.742
2023-09-04,8,house,work/study,Sevilla,<10,,,9.264,5.747
2023-09-01,22,work/study,house,Barcelona,10-15,45-65,man,1.876,21.053
2023-09-04,20,house,frequent,Bizkaia,>15,25-45,woman,4.221,11.475
2023-09-06,20,house,frequent,Santa Cruz de Tenerife,10-15,,,10.954,9.594
2023-09-06,12,work/study,not_frequent,Alicante/Alacant,<10,0-25,woman,8.243,26.848
2023-09-02,15,frequent,not_frequent,Barcelona,>15,,,7.13,27.688
2023-09-06,13,frequent,frequent,Albacete,10-15,65-100,,9.676,11.763
2023-09-06,21,not_frequent,house,Barcelona,>15,25-45,man,2.632,39.363
2023-09-01,9,not_frequent,work/study,Madrid,10-15,25-45,man,4.065,102.461
2023-09-02,4,house,frequent,Barcelona,10-15,25-45,man,5.154,13.396
2023-09-07,10,not_frequent,frequent,Almería,10-15,25-45,man,4.907,6.614
2023-09-05,19,house,not_frequent,Cantabria,10-15,,,2.474,159.366
2023-09-04,12,house,frequent,Bizkaia,>15,25-45,,3.47,7.905
2023-09-07,2,house,frequent,Barcelona,10-15,0-25,woman,7.389,4.696
2023-09-02,0,frequent,house,Valencia/València,10-15,,,3.644,15.865
2023-09-03,21,house,frequent,Huelva,10-15,,,2.018,51.956
2023-09-07,1,house,frequent,Salamanca,10-15,25-45,,2.765,5.644
2023-09-06,15,house,frequent,Valencia/València,10-15,45-65,man,2.853,5.655
2023-09-02,14,house,frequent,Cantabria,10-15,,,3.604,2.561
2023-09-04,13,frequent,house,Castellón/Castelló,10-15,65-100,woman,23.928,65.934
2023-09-06,14,house,work/study,Málaga,10-15,0-25,man,4.483,3.233
2023-09-01,1,house,frequent,Pontevedra,10-15,,,6.434,35.784
2023-09-05,11,frequent,not_frequent,Barcelona,>15,45-65,man,2.1,32.759
2023-09-05,5,house,frequent,Barcelona,10-15,45-65,,4.602,3.162
2023-09-06,12,frequent,work/study,Illes Balears,10-15,45-65,woman,8.014,19.532
2023-09-01,8,house,frequent,Sevilla,<10,,,25.246,41.957
2023-09-01,11,not_frequent,not_frequent,Cáceres,10-15,45-65,woman,4.804,18.794
2023-09-05,13,frequent,house,Cádiz,<10,0-25,man,45.6,49.811
2023-09-04,13,frequent,work/study,León,10-15,,,4.543,3.662
2023-09-01,8,work/study,frequent,Tarragona,10-15,45-65,woman,8.446,33.097
2023-09-05,22,frequent,work/study,Cantabria,10-15,,,6.438,15.309
2023-09-07,18,work/study,frequent,Cádiz,<10,45-65,man,2.285,28.697
2023-09-02,12,frequent,not_frequent,Illes Balears,10-15,,,7.3,17.981
2023-09-01,19,not_frequent,house,Almería,10-15,,,5.63,37.428
2023-09-05,16,work/study,house,Alicante/Alacant,10-15,0-25,,7.857,37.528
2023-09-06,15,frequent,not_frequent,Araba/Álava,>15,45-65,man,3.607,13.506
2023-09-05,10,frequent,frequent,León,10-15,,,6.217,83.809
2023-09-07,17,house,frequent,Madrid,10-15,0-25,woman,12.418,113.88
2023-09-01,14,frequent,frequent,Barcelona,10-15,25-45,woman,3.615,37.089
2023-09-03,11,frequent,frequent,Granada,10-15,25-45,,3.462,57.677
2023-09-01,21,frequent,not_frequent,Valencia/València,10-15,0-25,woman,8.373,13.432
2023-09-03,7,frequent,frequent,Barcelona,10-15,45-65,,2.174,31.596
2023-09-07,3,not_frequent,house,Almería,10-15,0-25,man,11.779,40.98
2023-09-04,7,not_frequent,frequent,Valencia/València,10-15,,,2.151,105.295
2023-09-03,8,not_frequent,frequent,Barcelona,>15,65-100,man,3.638,15.336
2023-09-04,10,house,work/study,Sevilla,10-15,25-45,woman,10.292,39.779
2023-09-02,21,not_frequent,not_frequent,Valencia/València,10-15,25-45,,4.698,54.061
2023-09-03,17,work/study,house,Alicante/Alacant,<10,0-25,man,4.857,7.288
2023-09-04,11,work/study,house,Granada,10-15,0-25,,6.081,27.002
2023-09-01,19,house,not_frequent,Toledo,<10,,,6.312,361.736
2023-09-04,8,frequent,frequent,Valencia/València,10-15,45-65,,2.419,9.758
2023-09-07,20,work/study,frequent,Barcelona,>15,,,4.487,93.844
2023-09-01,0,frequent,frequent,Las Palmas,10-15,45-65,,6.138,14.158
